stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,
AAPL,2019-09-28,10495000000,5076000000,105000000,245000000,289000000,14119000000,1078000000,12547000000,69391000000,,69714000000,24311000000,55256000000,896000000,90976000000,7819000000,45896000000,2548000000,781000000,58093000000,#REF!
AAPL,2018-09-29,13313000000,27694000000,105000000,5322000000,828000000,13712000000,745000000,10903000000,77434000000,,75265000000,5624000000,59531000000,30016000000,87876000000,432000000,16066000000,9172000000,669000000,30845000000,#REF!
AAPL,2017-09-30,12451000000,10640000000,105000000,2093000000,2723000000,12769000000,124000000,10157000000,64225000000,,34774000000,195000000,48351000000,8480000000,17974000000,29014000000,46446000000,8373000000,555000000,33542000000,#REF!
AAPL,2016-09-24,12734000000,9634000000,105000000,527000000,217000000,12150000000,924000000,10505000000,66231000000,,31292000000,636000000,45687000000,902000000,20890000000,22057000000,45977000000,563000000,495000000,32022000000,#REF!
AAPL,2020-03-28,1853000000,1278000000,5269000000,727000000,3375000000,296000000,2786000000,13311000000,,18761000000,1384000000,11249000000,4195000000,20940000000,803000000,9013000000,12193000000,428000000,11338000000,35000000,#REF!
AAPL,2019-12-28,2107000000,1219000000,2015000000,28000000,3539000000,130000000,2816000000,30516000000,,22085000000,8559000000,22236000000,2362000000,25407000000,231000000,13668000000,104000000,2000000,10473000000,16000000,#REF!
AAPL,2019-09-28,2777000000,885000000,8768000000,785000000,3479000000,810000000,3179000000,19910000000,,17635000000,1927000000,13686000000,6319000000,21039000000,293000000,798000000,18032000000,390000000,2802000000,22000000,#REF!
AAPL,2019-06-29,2000000000,1457000000,919000000,1502000000,3629000000,298000000,2933000000,11636000000,,18154000000,12334000000,10044000000,5203000000,26804000000,5026000000,27502000000,16000000,1000000,30120000000,4000000,#REF!
ABBV,2019-12-31,552000000,4754000000,552000000,74000000,231000000,6366000000,167000000,2017000000,13324000000,7000000,629000000,32635000000,7882000000,97000000,18708000000,26247000000,596000000,1121000000,8000000,2116000000,#REF!
ABBV,2018-12-31,638000000,7101000000,104000000,591000000,226000000,5580000000,167000000,1765000000,13427000000,39000000,12014000000,2014000000,5687000000,499000000,14396000000,3229000000,1006000000,190000000,73000000,368000000,#REF!
ABBV,2017-12-31,529000000,3141000000,247000000,391000000,93000000,4107000000,167000000,1501000000,9960000000,29000000,1410000000,4203000000,5309000000,118000000,5512000000,2000000,274000000,425000000,254000000,563000000,#REF!
ABBV,2016-12-31,479000000,1588000000,40000000,71000000,38000000,3717000000,118000000,1189000000,7041000000,338000000,6033000000,3299000000,5953000000,393000000,3928000000,5594000000,6074000000,1187000000,268000000,2956000000,#REF!
ABBV,2020-03-31,125000000,332000000,1025000000,107000000,1763000000,5000000,559000000,3815000000,46000000,643000000,1218000000,3010000000,19000000,2422000000,,129000000,1065000000,12000000,13000000,28000000,#REF!
ABBV,2019-12-31,163000000,287000000,133000000,170000000,1595000000,167000000,509000000,3275000000,14000000,2000000,29276000000,2801000000,86000000,26602000000,,615000000,539000000,2000000,40000000,220000000,#REF!
ABBV,2019-09-30,154000000,1407000000,111000000,113000000,1591000000,167000000,503000000,4555000000,16000000,4000000,5476000000,1884000000,280000000,441000000,,1378000000,705000000,1000000,1568000000,74000000,#REF!
ABBV,2019-06-30,128000000,2540000000,220000000,160000000,1592000000,167000000,502000000,2477000000,8000000,3000000,275000000,741000000,15000000,2070000000,,140000000,1381000000,1000000,108000000,279000000,#REF!
ABT,2019-12-31,1638000000,766000000,,275000000,593000000,2270000000,27000000,3014000000,6136000000,16000000,718000000,16000000,3687000000,138000000,4289000000,1599000000,1815000000,220000000,298000000,82000000,#REF!
ABT,2018-12-31,1394000000,802000000,,190000000,514000000,1974000000,102000000,3278000000,6300000000,116000000,238000000,5563000000,2368000000,23000000,10391000000,8450000000,1356000000,747000000,271000000,58000000,#REF!
ABT,2017-12-31,1135000000,154000000,,207000000,249000000,1849000000,2739000000,3019000000,5570000000,116000000,117000000,9213000000,477000000,109000000,5281000000,2942000000,9618000000,615000000,350000000,81000000,#REF!
ABT,2016-12-31,1121000000,1800000000,,177000000,98000000,1539000000,42000000,1351000000,3203000000,483000000,522000000,13619000000,1400000000,113000000,11147000000,13155000000,248000000,652000000,248000000,886000000,#REF!
ABT,2020-03-31,360000000,233000000,104000000,437000000,638000000,3000000,828000000,715000000,70000000,236000000,483000000,564000000,369000000,735000000,50000000,393000000,0,89000000,36000000,,#REF!
ABT,2019-12-31,434000000,332000000,82000000,137000000,568000000,4000000,756000000,2416000000,27000000,496000000,231000000,1049000000,385000000,2185000000,1128000000,489000000,220000000,7000000,60000000,,#REF!
ABT,2019-09-30,401000000,94000000,22000000,190000000,569000000,4000000,754000000,1948000000,49000000,1000000,954000000,960000000,352000000,513000000,10000000,432000000,0,47000000,24000000,,#REF!
ABT,2019-06-30,468000000,114000000,165000000,254000000,568000000,4000000,751000000,1060000000,2000000,4000000,115000000,1006000000,392000000,449000000,6000000,498000000,0,117000000,24000000,,#REF!
ADBE,2019-11-29,394479000,756621000,11008000,187826000,,,,565769000,4421813000,12739000,3189984000,1007446000,2951458000,359349000,2946044000,,455584000,520088000,232932000,39599000,#REF!
ADBE,2018-11-30,266579000,148612000,1707000,1983000,,,,346492000,4029304000,1738000,2443193000,663297000,2590774000,33388000,5568000,,4685295000,499613000,190990000,1895666000,#REF!
ADBE,2017-12-01,178122000,505208000,1960000,187173000,,,,325997000,2912853000,8516000,1340126000,1294757000,1693954000,179144000,1183735000,,442877000,430216000,158351000,194871000,#REF!
ADBE,2016-12-02,203805000,303581000,75105000,160416000,,,,331535000,2199728000,14234000,1311400000,134755000,1168782000,5428000,1090706000,,960033000,518559000,145697000,707801000,#REF!
ADBE,2020-05-29,96000000,89000000,,,,,188000000,1184000000,7000000,903000000,356000000,1100000000,39000000,901000000,,80000000,154000000,,176000000,2000000,#REF!
ADBE,2020-02-28,94000000,153000000,,,,,188000000,1325000000,6000000,1317000000,38000000,955000000,295000000,1233000000,,48000000,169000000,,46000000,2000000,#REF!
ADBE,2019-11-29,94095000,214568000,,,,,124712000,1376399000,1156000,777986000,441174000,851861000,122466000,765660000,,168409000,267277000,,73427000,11634000,#REF!
ADBE,2019-08-30,89624000,201756000,,,,,150549000,922638000,6800000,785292000,126137000,792763000,211357000,624371000,,165330000,139760000,,75706000,626000,#REF!
ADI,2019-11-02,275372000,114121000,2831000,5890000,42771000,777481000,6644000,811251000,2253100000,1389000,613005000,168269000,1363011000,64702000,2126794000,850000000,293186000,6371000,116523000,,#REF!
ADI,2018-11-03,254876000,542642000,3437000,45979000,34636000,703307000,6283000,799063000,2442361000,1568000,225977000,231247000,1506980000,694387000,2358042000,1531222000,313998000,18397000,99027000,,#REF!
ADI,2017-10-28,204098000,358357000,4009000,65669000,47354000,602119000,15842000,584059000,1154365000,3550000,46533000,126706000,805379000,15352000,5586805000,6106164000,6618014000,85987000,133302000,,#REF!
ADI,2016-10-29,127397000,99405000,68800000,9392000,38221000,513180000,18520000,209790000,1291348000,2929000,370061000,36779000,861664000,523000,33370000,857175000,1218270000,85502000,61496000,,#REF!
ADI,2020-05-02,60161000,15961000,,,228600000,1391000,203312000,429041000,1250000,113584000,130529000,267696000,57928000,235710000,95646000,61552000,0,14784000,,3956000,#REF!
ADI,2020-02-01,54839000,65851000,,,199160000,107000,203932000,349648000,742000,106030000,6086000,203874000,124009000,289572000,95646000,54732000,0,16113000,,495000,#REF!
ADI,2019-11-02,51075000,25777000,,,200196000,1512000,205164000,657904000,879000,172389000,36158000,277694000,119850000,557110000,200000000,63757000,6371000,10388000,,5087000,#REF!
ADI,2019-08-03,58095000,10769000,,,200068000,547000,204127000,552547000,727000,112001000,101437000,362374000,24723000,594615000,300000000,58642000,0,19228000,,1774000,#REF!
ADP,2019-06-30,162000000,318300000,1690200000,473900000,,1293000000,,409000000,2688300000,28800000,937700000,254100000,2292800000,721200000,207700000,259900000,2197700000,10700000,72900000,1513600000,#REF!
ADP,2018-06-30,206100000,456800000,335100000,291800000,,1063700000,,377600000,2515200000,5800000,989300000,1639500000,1884900000,747800000,1655900000,7300000,2504600000,1900000,69300000,1421800000,#REF!
ADP,2017-06-30,240200000,206000000,6120600000,23400000,,995200000,,316100000,2125900000,8000000,1259600000,7277000000,1787800000,983700000,8281700000,2000000,1113200000,11600000,95700000,789200000,#REF!
ADP,2016-06-30,168500000,245100000,8779900000,224600000,,943600000,,288600000,1897300000,8700000,1155700000,9772300000,1492500000,111600000,8752700000,1996800000,869000000,15900000,75300000,660900000,#REF!
ADP,2020-03-31,38600000,85600000,82800000,,392900000,,120600000,1118700000,29200000,391200000,4796100000,820900000,41100000,6489100000,500000,603500000,15900000,33300000,735400000,5737800000,#REF!
ADP,2019-12-31,43900000,46700000,102000000,,342700000,,117600000,698100000,20900000,305400000,11042900000,651600000,271900000,10571000000,3965600000,247100000,27400000,33300000,123900000,15184700000,#REF!
ADP,2019-09-30,56800000,101000000,96800000,,343300000,,117300000,432800000,33100000,309700000,4524000000,582400000,483300000,5045900000,3702500000,122200000,15100000,33300000,243800000,8095400000,#REF!
ADP,2019-06-30,41700000,78800000,52800000,,343400000,,109400000,732300000,5300000,177100000,7415300000,475400000,166800000,7153100000,261500000,999800000,36100000,22400000,878400000,6916500000,#REF!
AMAT,2019-10-27,441000000,293000000,,207000000,248000000,771000000,,363000000,3247000000,,2489000000,311000000,2706000000,88000000,3115000000,,443000000,112000000,145000000,26000000,#REF!
AMAT,2018-10-28,622000000,333000000,,16000000,1014000000,605000000,,457000000,3787000000,,5447000000,1570000000,3038000000,174000000,5928000000,,571000000,245000000,124000000,1199000000,#REF!
AMAT,2017-10-29,345000000,199000000,,37000000,809000000,430000000,,407000000,3789000000,,1297000000,1604000000,3519000000,115000000,341000000,,2526000000,504000000,97000000,2113000000,#REF!
AMAT,2016-10-30,253000000,260000000,,542000000,216000000,444000000,,389000000,2566000000,,1969000000,1391000000,1721000000,14000000,3532000000,,425000000,795000000,88000000,156000000,#REF!
AMAT,2020-04-26,71000000,67000000,54000000,254000000,193000000,,91000000,635000000,,209000000,1972000000,755000000,40000000,1172000000,1498000000,165000000,22000000,76000000,263000000,,#REF!
AMAT,2020-01-26,102000000,138000000,146000000,2000000,192000000,,94000000,987000000,,353000000,295000000,892000000,74000000,530000000,1498000000,162000000,58000000,15000000,60000000,,#REF!
AMAT,2019-10-27,97000000,58000000,160000000,66000000,194000000,,92000000,826000000,,503000000,115000000,698000000,20000000,625000000,1498000000,86000000,4000000,72000000,11000000,,#REF!
AMAT,2019-07-28,93000000,65000000,107000000,138000000,196000000,,89000000,787000000,,531000000,102000000,571000000,79000000,727000000,1498000000,162000000,109000000,72000000,64000000,,#REF!
AMD,2019-12-28,217000000,406000000,7000000,623000000,137000000,,27000000,258000000,493000000,,,387000000,341000000,155000000,43000000,473000000,149000000,373000000,523000000,41000000,#REF!
AMD,2018-12-29,163000000,216000000,1000000,806000000,151000000,,71000000,170000000,34000000,,,108000000,337000000,63000000,28000000,41000000,170000000,293000000,70000000,78000000,#REF!
AMD,2017-12-30,113000000,109000000,13000000,103000000,3000000,,59000000,144000000,12000000,,,75000000,33000000,130000000,33000000,40000000,54000000,8000000,20000000,78000000,#REF!
AMD,2016-12-31,77000000,253000000,4000000,178000000,48000000,,12000000,133000000,81000000,,,480000000,498000000,24000000,122000000,561000000,277000000,66000000,687000000,342000000,#REF!
AMD,2020-03-28,55000000,80000000,168000000,74000000,,,78000000,65000000,,,136000000,162000000,54000000,2000000,,73000000,429000000,3000000,18000000,1000000,#REF!
AMD,2019-12-28,42000000,197000000,465000000,58000000,,,73000000,442000000,,,309000000,170000000,148000000,107000000,,26000000,552000000,36000000,16000000,1000000,#REF!
AMD,2019-09-28,55000000,111000000,60000000,25000000,,,69000000,234000000,,,193000000,120000000,4000000,98000000,,57000000,8000000,3000000,112000000,4000000,#REF!
AMD,2019-06-29,58000000,44000000,93000000,60000000,,,70000000,30000000,,,15000000,35000000,85000000,38000000,,7000000,60000000,34000000,51000000,2000000,#REF!
AMGN,2019-12-31,618000000,4000000,95000000,504000000,66000000,3509000000,52000000,2035000000,9150000000,,7839000000,908000000,7842000000,406000000,15767000000,4514000000,5709000000,164000000,,19996000000,#REF!
AMGN,2018-12-31,738000000,350000000,58000000,378000000,3000000,3507000000,145000000,1930000000,11296000000,,17920000000,3145000000,8394000000,1249000000,22490000000,1121000000,14339000000,143000000,,15027000000,#REF!
AMGN,2017-12-31,664000000,616000000,51000000,58000000,133000000,3365000000,148000000,1904000000,11177000000,,3351000000,559000000,1979000000,207000000,6594000000,71000000,4024000000,424000000,,3193000000,#REF!
AMGN,2016-12-31,738000000,526000000,31000000,214000000,80000000,2998000000,243000000,2105000000,10354000000,,3225000000,903000000,7722000000,195000000,2599000000,3593000000,8658000000,44000000,,7677000000,#REF!
AMGN,2020-03-31,142000000,23000000,955000000,113000000,945000000,1000000,897000000,2134000000,,961000000,1650000000,1825000000,271000000,254000000,1713000000,230000000,25000000,,87000000,61000000,#REF!
AMGN,2019-12-31,188000000,7000000,441000000,35000000,860000000,67000000,531000000,2514000000,,1231000000,5378000000,1703000000,660000000,1929000000,1713000000,5963000000,360000000,,7598000000,162000000,#REF!
AMGN,2019-09-30,170000000,35000000,165000000,17000000,868000000,95000000,508000000,3377000000,,1161000000,5890000000,1968000000,486000000,2859000000,864000000,5372000000,9000000,,5814000000,34000000,#REF!
AMGN,2019-06-30,144000000,12000000,21000000,90000000,880000000,13000000,501000000,1414000000,,2415000000,1833000000,2179000000,94000000,5992000000,2650000000,2745000000,93000000,,2902000000,47000000,#REF!
AMT,2019-12-31,,293500000,641600000,12500000,,1603000000,64200000,1778400000,3752600000,13700000,19600000,273100000,1887800000,201200000,521700000,2680400000,3987500000,44300000,105500000,27600000,#REF!
AMT,2018-12-31,,720500000,91500000,32100000,,1342400000,52800000,1783300000,3748300000,41100000,232800000,350000000,1236400000,137000000,607700000,960100000,2749500000,155100000,98900000,97900000,#REF!
AMT,2017-12-31,,303000000,224300000,191100000,,1164400000,5000000,1715900000,2925600000,6700000,766300000,18400000,1238900000,316200000,113000000,1473700000,2800900000,155100000,119700000,14700000,#REF!
AMT,2016-12-31,,307800000,212000000,11400000,,993200000,16100000,1525600000,2701700000,26500000,766300000,473600000,956400000,90900000,99300000,589400000,2102300000,26300000,92500000,12300000,#REF!
AMT,2020-03-31,,167500000,,,454900000,4500000,472300000,800000000,118300000,39700000,177700000,415000000,254800000,606000000,503600000,253400000,0,11100000,5800000,626100000,#REF!
AMT,2019-12-31,,2500000,,,420800000,53100000,9700000,993700000,26400000,19600000,129700000,562700000,429700000,1696300000,2214100000,2586700000,44300000,12800000,5100000,90200000,#REF!
AMT,2019-09-30,,107500000,,,407100000,6400000,584100000,937200000,37600000,19600000,162300000,498600000,253000000,72800000,450800000,810100000,0,36100000,9700000,7000000,#REF!
AMT,2019-06-30,,106800000,,,398000000,100000,595100000,1036600000,14100000,19600000,186300000,429100000,94400000,597000000,200200000,267400000,0,29400000,19400000,28200000,#REF!
AMZN,2019-12-31,16861000000,7575000000,,7681000000,3278000000,,,21789000000,38514000000,70000000,,4237000000,11588000000,1383000000,10066000000,10066000000,24281000000,9904000000,,9131000000,#REF!
AMZN,2018-12-31,13427000000,6352000000,,4615000000,1314000000,,,15341000000,30723000000,351000000,,10317000000,10073000000,472000000,7686000000,7686000000,12369000000,4414000000,,1140000000,#REF!
AMZN,2017-12-31,11955000000,4096000000,,4780000000,3583000000,,,11478000000,18365000000,713000000,,1922000000,3033000000,283000000,9928000000,9928000000,27084000000,7838000000,,3054000000,#REF!
AMZN,2016-12-31,7804000000,2869000000,,3436000000,1426000000,,,8116000000,17203000000,212000000,,3759000000,2371000000,1724000000,3716000000,3716000000,9516000000,6985000000,,2663000000,#REF!
AMZN,2020-03-31,6795000000,2711000000,1262000000,1392000000,,,5362000000,3064000000,484000000,,8905000000,2535000000,2761000000,2591000000,2591000000,8894000000,7437000000,,3375000000,,#REF!
AMZN,2019-12-31,5312000000,1579000000,3905000000,1516000000,,,6170000000,19659000000,304000000,,12856000000,3268000000,2894000000,3571000000,3571000000,3536000000,11169000000,,1181000000,,#REF!
AMZN,2019-09-30,4697000000,2306000000,1181000000,381000000,,,5563000000,7892000000,269000000,,589000000,2134000000,722000000,1960000000,1960000000,5074000000,173000000,,1291000000,,#REF!
AMZN,2019-06-30,3562000000,2149000000,2193000000,2100000000,,,5202000000,9118000000,47000000,,542000000,2625000000,623000000,2158000000,2158000000,7549000000,4058000000,,4789000000,,#REF!
AVGO,2019-11-03,432000000,1349000000,36000000,486000000,250000000,4235000000,2000000,5808000000,9697000000,,6407000000,763000000,2724000000,878000000,6488000000,13234000000,15422000000,42000000,253000000,,#REF!
AVGO,2018-11-04,635000000,6528000000,122000000,652000000,417000000,2921000000,56000000,4081000000,8880000000,,7314000000,6912000000,12259000000,396000000,11118000000,973000000,4674000000,325000000,212000000,,#REF!
AVGO,2017-10-29,1069000000,1084000000,132000000,267000000,39000000,1653000000,9000000,4737000000,6551000000,,7314000000,8107000000,1692000000,583000000,2230000000,3758000000,674000000,97000000,257000000,,#REF!
AVGO,2016-10-30,723000000,1589000000,68000000,491000000,996000000,716000000,11000000,3042000000,3411000000,,7314000000,1275000000,1739000000,55000000,7704000000,8193000000,9840000000,33000000,295000000,,#REF!
AVGO,2020-05-03,148000000,464000000,440000000,10000000,1381000000,4000000,1730000000,3213000000,,219000000,2763000000,563000000,207000000,474000000,1041000000,24000000,233000000,91000000,,6000000,#REF!
AVGO,2020-02-02,108000000,538000000,392000000,40000000,1372000000,9000000,1728000000,2322000000,,169000000,1389000000,385000000,94000000,10054000000,11562000000,10987000000,117000000,37000000,,4000000,#REF!
AVGO,2019-11-03,96000000,334000000,285000000,217000000,1054000000,2000000,1452000000,2479000000,,587000000,407000000,847000000,509000000,2798000000,4904000000,88000000,147000000,59000000,,9000000,#REF!
AVGO,2019-08-04,112000000,414000000,60000000,57000000,1057000000,1000000,1450000000,2419000000,,977000000,134000000,715000000,287000000,2250000000,230000000,35000000,244000000,11000000,,3000000,#REF!
AXP,2019-12-31,1688000000,4282000000,3330000000,,,1422000000,152000000,1188000000,13632000000,232000000,4685000000,3362000000,6759000000,368000000,519000000,2172000000,16707000000,1771000000,86000000,3815000000,#REF!
AXP,2018-12-31,1311000000,4090000000,5542000000,,,1324000000,152000000,1293000000,8930000000,129000000,1685000000,5455000000,6921000000,991000000,5101000000,2481000000,19615000000,4365000000,87000000,1931000000,#REF!
AXP,2017-12-31,1063000000,3824000000,11385000000,,,1251000000,152000000,1321000000,13540000000,226000000,4400000000,7769000000,2748000000,398000000,12245000000,6382000000,18242000000,5249000000,129000000,116000000,#REF!
AXP,2016-12-31,1377000000,1215000000,1935000000,,,1207000000,152000000,1095000000,8291000000,160000000,4498000000,2255000000,5375000000,574000000,7599000000,136000000,1723000000,1180000000,177000000,365000000,#REF!
AXP,2020-03-31,335000000,2997000000,,,383000000,,337000000,2219000000,128000000,1023000000,14162000000,367000000,309000000,5418000000,8729000000,21927000000,6229000000,16000000,3379000000,4701000000,#REF!
AXP,2019-12-31,433000000,897000000,,,374000000,,305000000,3196000000,72000000,1222000000,908000000,1693000000,108000000,1423000000,3026000000,5455000000,193000000,9000000,30000000,16000000,#REF!
AXP,2019-09-30,381000000,1074000000,,,346000000,,300000000,1041000000,214000000,1451000000,1978000000,1755000000,280000000,398000000,667000000,753000000,4450000000,11000000,39000000,721000000,#REF!
AXP,2019-06-30,526000000,1280000000,,,347000000,,286000000,2930000000,22000000,660000000,6299000000,1761000000,325000000,1461000000,234000000,7790000000,72000000,47000000,2051000000,267000000,#REF!
BA,2019-12-31,1834000000,548000000,8000000,1585000000,12391000000,4630000000,13000000,2271000000,2446000000,5000000,2899000000,1758000000,636000000,6316000000,5739000000,13218000000,1530000000,2337000000,58000000,101000000,#REF!
BA,2018-12-31,1722000000,464000000,35000000,2621000000,568000000,3946000000,11000000,2114000000,15322000000,53000000,9257000000,1074000000,10460000000,1879000000,11722000000,1365000000,4621000000,2638000000,81000000,291000000,#REF!
BA,2017-12-31,1739000000,589000000,35000000,2440000000,1403000000,3417000000,6000000,2047000000,13346000000,80000000,9368000000,18000000,8458000000,609000000,11350000000,1124000000,2058000000,4830000000,311000000,38000000,#REF!
BA,2016-12-31,2613000000,651000000,24000000,1118000000,4004000000,2756000000,7000000,1889000000,10496000000,33000000,7094000000,2502000000,5034000000,726000000,9587000000,34000000,3378000000,740000000,321000000,513000000,#REF!
BA,2020-03-31,428000000,111000000,456000000,2973000000,1158000000,8000000,556000000,4302000000,47000000,162000000,5552000000,628000000,327000000,10280000000,11579000000,379000000,307000000,21000000,17000000,,#REF!
BA,2019-12-31,447000000,139000000,2323000000,2826000000,1157000000,3000000,628000000,2220000000,22000000,7000000,278000000,1010000000,1657000000,1403000000,2575000000,517000000,1644000000,7000000,573000000,,#REF!
BA,2019-09-30,465000000,141000000,1104000000,4332000000,1156000000,2000000,576000000,2424000000,25000000,3000000,597000000,1167000000,1059000000,4240000000,5395000000,1194000000,137000000,4000000,734000000,,#REF!
BA,2019-06-30,421000000,28000000,343000000,2508000000,1156000000,3000000,546000000,590000000,3000000,315000000,2240000000,2942000000,4673000000,2919000000,4385000000,86000000,363000000,5000000,353000000,,#REF!
BAC,2019-12-31,,19448000000,52629000000,,,5934000000,16440000000,1729000000,61777000000,368000000,28144000000,15844000000,27430000000,13170000000,3377000000,16249000000,80630000000,0,,23620000000,#REF!
BAC,2018-12-31,,8053000000,71280000000,,,6895000000,50370000000,2063000000,39520000000,1200000000,20094000000,19970000000,28147000000,1257000000,53118000000,8824000000,71468000000,0,,6542000000,#REF!
BAC,2017-12-31,,19609000000,48214000000,,,5700000000,6112000000,2103000000,9864000000,2105000000,12814000000,9696000000,18232000000,30080000000,49268000000,19568000000,51541000000,0,,9475000000,#REF!
BAC,2016-12-31,,13987000000,63612000000,,,4194000000,5334000000,2241000000,17277000000,240000000,5112000000,11615000000,17822000000,16773000000,33153000000,24100000000,62285000000,0,,32261000000,#REF!
BAC,2020-03-31,,6596000000,,,2083000000,28991000000,432000000,19043000000,949000000,6362000000,88830000000,4010000000,8005000000,161147000000,21723000000,90411000000,0,,8179000000,147843000000,#REF!
BAC,2019-12-31,,4519000000,,,1848000000,3788000000,439000000,59103000000,508000000,7748000000,4466000000,6994000000,47151000000,11866000000,44128000000,43279000000,0,,27619000000,42063000000,#REF!
BAC,2019-09-30,,872000000,,,464000000,24379000000,438000000,5702000000,1293000000,7626000000,14300000000,5777000000,12789000000,22828000000,14219000000,30133000000,0,,3769000000,17782000000,#REF!
BAC,2019-06-30,,3791000000,,,1696000000,18280000000,434000000,6725000000,1024000000,6507000000,229000000,7348000000,18298000000,7923000000,17954000000,2451000000,0,,1663000000,4191000000,#REF!
BLK,2019-12-31,254000000,1389000000,1321000000,433000000,,2096000000,,405000000,2884000000,54000000,1911000000,1659000000,4476000000,43000000,2583000000,103000000,2014000000,111000000,,250000000,#REF!
BLK,2018-12-31,204000000,1503000000,1250000000,4000000,,1968000000,,220000000,3075000000,93000000,2087000000,591000000,4305000000,173000000,2765000000,40000000,808000000,43000000,,95000000,#REF!
BLK,2017-12-31,155000000,1509000000,456000000,521000000,,1662000000,,240000000,3950000000,192000000,1421000000,904000000,4952000000,334000000,2630000000,3000000,608000000,308000000,,351000000,#REF!
BLK,2016-12-31,119000000,412000000,1233000000,65000000,,1545000000,,263000000,2273000000,273000000,1399000000,56000000,3168000000,258000000,1685000000,3000000,371000000,26000000,,222000000,#REF!
BLK,2020-03-31,52000000,356000000,5000000,,596000000,,111000000,938000000,79000000,657000000,423000000,806000000,1412000000,628000000,1021000000,34000000,214000000,,18000000,860000000,#REF!
BLK,2019-12-31,94000000,728000000,103000000,,512000000,,111000000,1256000000,87000000,7000000,222000000,1301000000,557000000,1214000000,991000000,93000000,50000000,,187000000,296000000,#REF!
BLK,2019-09-30,55000000,385000000,199000000,,513000000,,105000000,931000000,42000000,109000000,584000000,1119000000,368000000,139000000,44000000,444000000,45000000,,385000000,717000000,#REF!
BLK,2019-06-30,47000000,246000000,32000000,,515000000,,100000000,922000000,19000000,7000000,38000000,1003000000,134000000,604000000,1000000000,1545000000,40000000,,8000000,126000000,#REF!
BMY,2019-12-31,836000000,113000000,53000000,752000000,463000000,2679000000,,1676000000,8067000000,9000000,7300000000,5909000000,3439000000,702000000,7621000000,17653000000,9770000000,241000000,,152000000,#REF!
BMY,2018-12-31,951000000,213000000,54000000,429000000,216000000,2613000000,,590000000,5940000000,41000000,320000000,1490000000,4920000000,634000000,3535000000,548000000,874000000,25000000,,74000000,#REF!
BMY,2017-12-31,1055000000,1540000000,22000000,431000000,29000000,2577000000,,583000000,5275000000,52000000,2469000000,1184000000,1007000000,227000000,4077000000,991000000,66000000,322000000,,979000000,#REF!
BMY,2016-12-31,1215000000,769000000,15000000,803000000,152000000,2547000000,,522000000,3058000000,33000000,231000000,1852000000,4457000000,216000000,2653000000,110000000,1480000000,40000000,,1720000000,#REF!
BMY,2020-03-31,186000000,965000000,743000000,1448000000,1017000000,,2422000000,3894000000,67000000,81000000,3426000000,775000000,355000000,1054000000,26000000,653000000,703000000,,659000000,18000000,#REF!
BMY,2019-12-31,251000000,34000000,318000000,470000000,668000000,,1215000000,2038000000,6000000,7000000000,17669000000,1056000000,17000000,7677000000,4000000,12036000000,180000000,,974000000,13000000,#REF!
BMY,2019-09-30,190000000,50000000,127000000,35000000,671000000,,154000000,2556000000,21000000,300000000,2085000000,1353000000,899000000,941000000,31000000,491000000,104000000,,1029000000,1000000,#REF!
BMY,2019-06-30,191000000,36000000,71000000,7000000,671000000,,152000000,2083000000,3000000,300000000,21069000000,1432000000,718000000,18268000000,18941000000,715000000,14000000,,743000000,2000000,#REF!
C,2019-12-31,5336000000,6170000000,57420000000,,,5447000000,196000000,3905000000,12837000000,908000000,17935000000,5814000000,19401000000,22189000000,42933000000,9379000000,23374000000,0,,1095000000,#REF!
C,2018-12-31,3774000000,6775000000,53348000000,,,5020000000,181000000,3754000000,36952000000,773000000,14915000000,7589000000,18045000000,11847000000,44528000000,11908000000,73118000000,0,,45598000000,#REF!
C,2017-12-31,3361000000,31202000000,30416000000,,,3797000000,187000000,3659000000,8774000000,693000000,14946000000,20022000000,6798000000,29799000000,66854000000,55181000000,38751000000,0,,10332000000,#REF!
C,2016-12-31,2756000000,7535000000,24357000000,,,2287000000,16996000000,3720000000,53733000000,493000000,9606000000,27397000000,14912000000,30658000000,28292000000,13293000000,54135000000,0,,13694000000,#REF!
C,2020-03-31,460000000,6642000000,,,1365000000,18000000,927000000,25533000000,967000000,3331000000,92001000000,2522000000,53251000000,191358000000,81733000000,72857000000,0,,46270000000,114321000000,#REF!
C,2019-12-31,460000000,6642000000,,,1365000000,18000000,927000000,25533000000,967000000,3331000000,92001000000,4979000000,53251000000,191358000000,81733000000,72857000000,0,,46270000000,114321000000,#REF!
C,2019-09-30,1011000000,1731000000,,,1398000000,34000000,983000000,2398000000,647000000,4978000000,17200000000,4913000000,5215000000,32839000000,4443000000,17390000000,0,,13180000000,42162000000,#REF!
C,2019-06-30,2831000000,1609000000,,,1330000000,6156000000,952000000,140000000,540000000,3464000000,2650000000,4799000000,12849000000,8775000000,1682000000,10745000000,0,,4936000000,15251000000,#REF!
