Symbol,Nombre oficial,Sector,Subsector,Security Name,Country
IRDM,Iridium Commun,Communication Services,Telecommunications Services,Iridium Communications Inc - Common Stock,United States
IRDMB,Iridium Communications Inc,,,Iridium Communications Inc - 6.75% Series B Cumulative Perpetual Convertible Preferred Stock,Germany
IRG,AIRTIFICIAL INTELLIGENCE STRUCTURES S.A.,Industrials,Construction & Engineering,"Ignite Restaurant Group, Inc. - Common Stock",Germany
IRIX,IRIDEX,Health Care,Healthcare Equipment & Supplies,IRIDEX Corporation - Common Stock,United States
IRM,IRON MOUNTAIN INCORPORATED,Real Estate,Residential & Commercial REIT,Iron Mountain Incorporated (Delaware)Common Stock REIT,United States
IRMD,IRadimed,Health Care,Healthcare Equipment & Supplies,iRadimed Corporation - Common Stock,United States
IROQ,IF Bancorp,Financials,Banking Services,"IF Bancorp, Inc. - Common Stock",United States
IRWD,Ironwood Pharms,Health Care,Biotechnology & Medical Research,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",United States
ISBC,"Investors Bancorp, Inc.",,,"Investors Bancorp, Inc. - Common Stock",United States
ISCA,International Speedway Corporation,,,International Speedway Corporation - Class A Common Stock,India
ISHG,iShares S&P/Citigroup 1,,,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fund,Russia
ISIG,Insignia Systems,Utilities,Media & Publishing,"Insignia Systems, Inc. - Common Stock",United States
ISIL,Intersil Corporation,,,Intersil Corporation - Class A Common Stock,United States
ISIS,"Isis Pharmaceuticals, Inc.",,,"Isis Pharmaceuticals, Inc. - Common Stock",India
ISLE,Isleworth Hlthcr,Financials,Holding Companies,"Isle of Capri Casinos, Inc. - Common Stock",United States
ISM,SLM Corporation,,,"SLM Corporation - Medium Term Notes, Series A, CPI-Linked Notes due January 16, 2018",United States
ISNS,"Image Sensing Systems, Inc.",,,"Image Sensing Systems, Inc. - Common Stock",United States
ISRG,"INTUITIVE SURGICAL, INC.",Health Care,Healthcare Equipment & Supplies,"Intuitive Surgical, Inc. - Common Stock",United States
ISRL,"Isramco, Inc.",,,"Isramco, Inc. - Common Stock",United States
ISSC,Innovative Soln,Aerospace & Defense,Aerospace & Defense,"Innovative Solutions and Support, Inc. - Common Stock",United States
ISSI,"Integrated Silicon Solution, Inc.",,,"Integrated Silicon Solution, Inc. - Common Stock",Germany
ISTR,Investar Holding,Financials,Banking Services,Investar Holding Corporation - Common Stock,United States
IT,"GARTNER, INC.",Information Technology,Software & IT Services,Gartner Inc. Common Stock,United States
ITCI,Intra-Cellular,Health Care,Biotechnology & Medical Research,Intra-Cellular Therapies Inc. - Common Stock,United States
ITIC,Investors Title,Financials,Insurance,Investors Title Company - Common Stock,United States
ITRI,"ITRON, INC.",Industrials,"Machinery, Equipment & Components","Itron, Inc. - Common Stock",United States
ITRN,Ituran Loc Ctrl,Communication Services,Communications & Networking,Ituran Location and Control Ltd. - Ordinary Shares,Israel
ITW,ILLINOIS TOOL WORKS INC.,Consumer Staples,Consumer Goods Conglomerates,Illinois Tool Works Inc. Common Stock,United States
IVAC,Intevac,Aerospace & Defense,Aerospace & Defense,"Intevac, Inc. - Common Stock",United States
IVAN,"Ivanhoe Energy, Inc.",,,"Ivanhoe Energy, Inc. - Common Shares",Germany
IVZ,Invesco,Financials,Investment Banking & Investment Services,Invesco Ltd Common Stock,United States
IXYS,IXYS Corporation,,,IXYS Corporation - Common Stock,Germany
J,JACOBS ENGINEERING GROUP INC.,Industrials,Construction & Engineering,Jacobs Engineering Group Inc. Common Stock,United States
JACK,Jack in the Box,Real Estate,Hotels & Entertainment Services,Jack In The Box Inc. - Common Stock,United States
JACQ,Collabrium Japan Acquisition Corporation,,,Collabrium Japan Acquisition Corporation - Ordinary Shares,Japan
JAKK,JAKKS Pacific,Consumer Staples,Leisure Products,"JAKKS Pacific, Inc. - Common Stock",United States
JASN,Jasmine Intl,Communication Services,Telecommunications Services,"Jason Industries, Inc. - Common Stock",Canada
JASNW,"Jason Industries, Inc.",,,"Jason Industries, Inc. - Warrant",Canada
JASO,"JA Solar Holdings, Co., Ltd.",,,"JA Solar Holdings, Co., Ltd. - American depositary shares, each representing five ordinary shares",India
JAXB,"Jacksonville Bancorp, Inc.",,,"Jacksonville Bancorp, Inc. - Common Stock (Voting)",India
JAZZ,Jazz Pharms,Health Care,Pharmaceuticals,Jazz Pharmaceuticals plc - Ordinary Shares,Ireland
JBHT,JB Hunt Trans,Utilities,Freight & Logistics Services,"J.B. Hunt Transport Services, Inc. - Common Stock",United States
JBLU,JETBLUE AIRWAYS CORPORATION,Utilities,Passenger Transportation Services,JetBlue Airways Corporation - Common Stock,United States
JBSS,John B Sanfp Son,Consumer Staples,Food & Tobacco,"John B. Sanfilippo & Son, Inc. - Common Stock",United States
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,"Machinery, Equipment & Components",Johnson Controls International plc Ordinary Share,Switzerland
JCOM,"j2 Global, Inc.",,,"j2 Global, Inc. - Common Stock",United States
JCS,JCurve Solutions,Information Technology,Software & IT Services,"Communications Systems, Inc. - Common Stock",United States
JCTCF,Jewett Cameron,Utilities,Paper & Forest Products,Jewett-Cameron Trading Company - Common Shares,United States
JD,"JD.COM, INC.",Consumer Staples,Diversified Retail,"JD.com, Inc. - American Depositary Shares",China
JGBB,WisdomTree Japan Interest Rate Strategy Fund,,,WisdomTree Japan Interest Rate Strategy Fund,Germany
JIVE,"Jive Software, Inc.",,,"Jive Software, Inc. - Common Stock",United Kingdom
JJSF,J&J Snack Foods,Consumer Staples,Food & Tobacco,J & J Snack Foods Corp. - Common Stock,United States
JKHY,JHA,Information Technology,Software & IT Services,"Jack Henry & Associates, Inc. - Common Stock",United States
JMBA,"Jamba, Inc.",,,"Jamba, Inc. - Common Stock",Thailand
JNJ,Johnson & Johnson,Health Care,,Johnson & Johnson Common Stock,United States
JNPR,Juniper Networks,Communication Services,Communications & Networking,Juniper Networks Inc. Common Stock,United States
JOBS,Job Soln Se Hldg,,,"51job, Inc. - American Depositary Shares, each representing two common shares",China
JOEZ,Joe's Jeans Inc.,,,Joe's Jeans Inc. - Common Stock,Germany
JOUT,Johnson Outdoors,Consumer Staples,Leisure Products,Johnson Outdoors Inc. - Class A Common Stock,United States
JPM,JPMORGAN CHASE & CO.,Financials,Banking Services,JP Morgan Chase & Co. Common Stock,United States
JRJC,China Finance Online Co. Limited,,,China Finance Online Co. Limited - American Depositary Shares representing 5 ordinary shares,China
JRVR,James River,Financials,Insurance,"James River Group Holdings, Ltd. - Common Shares",Bermuda
JSM,Navient,Financials,Banking Services,"SLM Corporation - 6% Senior Notes due December 15, 2043",United States
JST,Jost Werke,Industrials,Automobiles & Auto Parts,Jinpan International Limited - Common Stock,Singapore
JTPY,JetPay Corporation,,,JetPay Corporation - Common Stock,Germany
JUNO,"Juno Therapeutics, Inc.",,,"Juno Therapeutics, Inc. - Common Stock",Germany
JVA,Coffee Holding,Consumer Staples,Food & Tobacco,"Coffee Holding Co., Inc. - Common Stock",United States
JXSB,Jacksonville Bancorp Inc.,,,Jacksonville Bancorp Inc. - Common Stock,United States
JYNT,Joint Corp,Health Care,Healthcare Providers & Services,The Joint Corp. - Common Stock,United States
K,KELLOGG COMPANY,Consumer Staples,Food & Tobacco,Kellogg Company Common Stock,United States
KALU,Kaiser Aluminum,Metals & Mining,Metals & Mining,Kaiser Aluminum Corporation - Common Stock,United States
KANG,"iKang Healthcare Group, Inc.",,,"iKang Healthcare Group, Inc. - American Depositary Shares",Austria
KBAL,Kimball Intl,Utilities,Professional & Commercial Services,"Kimball International, Inc. - Class B Common Stock",United States
KBIO,"KaloBios Pharmaceuticals, Inc.",,,"KaloBios Pharmaceuticals, Inc. - Common Stock",Hong Kong
KBSF,KBS Fashion Group Limited,,,KBS Fashion Group Limited - Common Stock,China
KCAP,"KCAP Financial, Inc.",,,"KCAP Financial, Inc. - common stock",Germany
KCLI,Kansas City Life,Financials,Insurance,Kansas City Life Insurance Company - Common Stock,France
KE,Kimball Elec,Information Technology,Semiconductors & Semiconductor Equipment,"Kimball Electronics, Inc. - Common Stock",United States
KELYA,Kelly Services,Utilities,Professional & Commercial Services,"Kelly Services, Inc. - Class A Common Stock",United States
KELYB,Kelly Services,Utilities,Professional & Commercial Services,"Kelly Services, Inc. - Class B Common Stock",United States
KEQU,Kewaunee Scienti,Utilities,Professional & Commercial Services,Kewaunee Scientific Corporation - Common Stock,United States
KERX,"Keryx Biopharmaceuticals, Inc.",,,"Keryx Biopharmaceuticals, Inc. - Common Stock",United States
KEY,KEYCORP,Financials,Banking Services,KeyCorp Common Stock,United States
KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Industrials,"Machinery, Equipment & Components",Keysight Technologies Inc. Common Stock,United States
KEYW,Keyware Tech,Information Technology,Financial Technology (Fintech) & Infrastructure,The KEYW Holding Corporation - Common Stock,Italy
KFFB,Kentcky Fst Fdrl,Financials,Banking Services,Kentucky First Federal Bancorp - Common Stock,United States
KFRC,Kforce,Utilities,Professional & Commercial Services,"Kforce, Inc. - Common Stock",United States
KFX,Kofax Limited,,,Kofax Limited - Common Shares,France
KGJI,Kingold Jewelry,Industrials,Textiles & Apparel,Kingold Jewelry Inc. - Common Stock,New Zealand
KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,Food & Tobacco,The Kraft Heinz Company Common Stock,United States
KIM,KIMCO REALTY CORPORATION,Real Estate,Residential & Commercial REIT,Kimco Realty Corporation Common Stock,United States
KIN,Kinepolis,Real Estate,Hotels & Entertainment Services,"Kindred Biosciences, Inc. - Common Stock",United States
KINS,Kingstone,Financials,Insurance,"Kingstone Companies, Inc - Common Stock",United States
KIRK,Kirklands,Consumer Staples,Specialty Retailers,"Kirkland's, Inc. - Common Stock",United States
KITE,"Kite Pharma, Inc.",,,"Kite Pharma, Inc. - Common Stock",United States
KLAC,KLA,Information Technology,,KLA-Tencor Corporation - Common Stock,United States
KLIC,"Kulicke and Soffa Industries, Inc.",,,"Kulicke and Soffa Industries, Inc. - Common Stock",Singapore
KLXI,KLX Inc.,,,KLX Inc. - Common Stock,Singapore
KMB,Kimberly-Clark,Consumer Staples,,Kimberly-Clark Corporation Common Stock,United States
KMDA,Kamada Ltd.,,,Kamada Ltd. - Ordinary Shares,Israel
KMI,Kinder Morgan,Energy,,Kinder Morgan Inc. Common Stock,United States
KMX,Carmax Inc,Consumer Discretionary,,CarMax Inc,United States
KNDI,"Kandi Technologies Group, Inc.",,,"Kandi Technologies Group, Inc. - Common Stock",China
KO,Coca-Cola Company,Consumer Staples,,Coca-Cola Company (The) Common Stock,United States
KONA,"Kona Grill, Inc.",,,"Kona Grill, Inc. - Common Stock",France
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Industrials,,Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares,United States
KOOL,Cesca Therapeutics Inc.,,,Cesca Therapeutics Inc. - Common Stock,India
KOPN,Kopin Corporation,,,Kopin Corporation - Common Stock,United States
KOSS,Koss Corporation,,,Koss Corporation - Common Stock,United States
KPTI,Karyopharm,Health Care,Biotechnology & Medical Research,Karyopharm Therapeutics Inc. - Common Stock,United States
KR,Kroger Co.,Consumer Staples,,Kroger Company (The) Common Stock,United States
KRFT,"Kraft Foods Group, Inc.",,,"Kraft Foods Group, Inc. - Common Stock",France
KRNY,Kearny Financial,Financials,Banking Services,Kearny Financial - Common Stock,United States
KSS,KOHL'S CORPORATION,Consumer Staples,Diversified Retail,Kohl's Corporation Common Stock,United States
KSU,Kansas City Southern,Industrials,,Kansas City Southern Common Stock,United States
KTCC,Key Tron,Information Technology,"Computers, Phones & Household Electronics",Key Tronic Corporation - Common Stock,United States
KTEC,"Key Technology, Inc.",,,"Key Technology, Inc. - Common Stock",United States
KTOS,Kratos Defense,Aerospace & Defense,Aerospace & Defense,"Kratos Defense & Security Solutions, Inc. - Common Stock",United States
KTWO,"K2M Group Holdings, Inc.",,,"K2M Group Holdings, Inc. - Common Stock",Germany
KUTV,"Ku6 Media Co., Ltd.",,,"Ku6 Media Co., Ltd. - American Depositary Shares, each representing 100 ordinary shares",Denmark
KVHI,KVH Ind,Communication Services,Communications & Networking,"KVH Industries, Inc. - Common Stock",United States
KWEB,KraneShares CSI China Internet ETF,,,KraneShares CSI China Internet ETF,Germany
KYTH,"Kythera Biopharmaceuticals, Inc.",,,"Kythera Biopharmaceuticals, Inc. - Common Stock",Germany
KZ,KongZhong Corporation,,,"KongZhong Corporation - American Depositary Shares, each representing 40 ordinary shares",Germany
L,Loews,Financials,Insurance,Loews Corporation Common Stock,United States
LABC,"Louisiana Bancorp, Inc.",,,"Louisiana Bancorp, Inc. - Common Stock",United States
LABL,Multi,,,Multi-Color Corporation - Common Stock,United States
LACO,"Lakes Entertainment, Inc.",,,"Lakes Entertainment, Inc. - Common Stock",United States
LAKE,Lakeland Ind,Industrials,Textiles & Apparel,"Lakeland Industries, Inc. - Common Stock",United States
LALT,PowerShares Actively Managed Exchange,,,PowerShares Actively Managed Exchange-Traded Fund Trust - PowerShares Multi-Strategy Alternative Portfolio,France
LAMR,Lamar,Real Estate,Residential & Commercial REIT,Lamar Advertising Company - Class A Common Stock,United States
LANC,Lancaster Colony,Consumer Staples,Food & Tobacco,Lancaster Colony Corporation - Common Stock,United States
LAND,Gladstone Land,Real Estate,Residential & Commercial REIT,Gladstone Land Corporation - Common Stock,United States
LARK,Landmark Bancorp,Financials,Banking Services,Landmark Bancorp Inc. - Common Stock,United States
LAWS,"Lawson Products, Inc.",,,"Lawson Products, Inc. - Common Stock",United States
LAYN,Layne Christensen Company,,,Layne Christensen Company - Common Stock,United States
LB,Laurentian Bank,Financials,Banking Services,L Brands Inc.,United States
LBAI,Lakeland Banc,Financials,Banking Services,"Lakeland Bancorp, Inc. - Common Stock",United States
LBIX,Leading Brands Inc,,,Leading Brands Inc - Common Shares,France
LBRDA,Liberty Brodband,Utilities,Media & Publishing,Liberty Broadband Corporation - Class A Common Stock,United States
LBRDK,Liberty Brodband,Utilities,Media & Publishing,Liberty Broadband Corporation - Class C Common Stock,United States
LBRKR,Liberty Broadband Corporation,,,Liberty Broadband Corporation - Subscription Rights to Purchase Shares of Series C Common Stock,Germany
LBTYA,LIBERTY GLOBAL PLC,Communication Services,Telecommunications Services,Liberty Global plc - Class A Ordinary Shares,United Kingdom
LBTYB,LIBERTY GLOBAL PLC,Communication Services,Telecommunications Services,Liberty Global plc - Class B Ordinary Shares,United Kingdom
LBTYK,LIBERTY GLOBAL PLC,Communication Services,Telecommunications Services,Liberty Global plc - Class C Ordinary Shares,United Kingdom
LCNB,LCNB,Financials,Banking Services,LCNB Corporation - Common Stock,United States
LCUT,Lifetime Brands,Consumer Staples,Household Goods,"Lifetime Brands, Inc. - Common Stock",United States
LDOS,"LEIDOS HOLDINGS, INC.",Information Technology,Software & IT Services,Leidos Holdings Inc. Common Stock,United States
LDRH,LDR Holding Corporation,,,LDR Holding Corporation - Common Stock,Malaysia
LDRI,PowerShares LadderRite 0,,,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,United States
LE,Lands' End,Consumer Staples,Specialty Retailers,"Lands' End, Inc. - Common Stock",United States
LECO,Lincoln Electric,Industrials,"Machinery, Equipment & Components","Lincoln Electric Holdings, Inc. - Common Shares",United States
LEDS,SemiLEDs,Information Technology,Semiconductors & Semiconductor Equipment,SemiLEDS Corporation - Common Stock,Taiwan
LEG,Leggett & Platt,Consumer Staples,Household Goods,Leggett & Platt Incorporated Common Stock,United States
LEN,Lennar Corp.,Consumer Discretionary,,Lennar Corporation Class A Common Stock,United States
LEVY,Levy Acquisition Corp.,,,Levy Acquisition Corp. - Common Stock,India
LEVYU,Levy Acquisition Corp.,,,Levy Acquisition Corp. - Unit,India
LEVYW,Levy Acquisition Corp.,,,Levy Acquisition Corp. - Warrants,India
LFUS,Littelfuse,Industrials,"Machinery, Equipment & Components","Littelfuse, Inc. - Common Stock",United States
LFVN,LifeVantage,Health Care,Pharmaceuticals,Lifevantage Corporation - Common Stock,United States
LGCY,Legacy Reserves LP,,,Legacy Reserves LP - Units Representing Limited Partner Interests,Canada
LGCYO,Legacy Reserves LP,,,Legacy Reserves LP - 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Canada
LGCYP,Legacy Reserves LP,,,Legacy Reserves LP - 8% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Canada
LGIH,LGI Homes,Real Estate,Homebuilding & Construction Supplies,"LGI Homes, Inc. - Common Stock",United States
LGND,Ligand Pharma,Health Care,Biotechnology & Medical Research,Ligand Pharmaceuticals Incorporated - Common Stock,United States
LH,LABORATORY CORPORATION OF AMERICA HOLDINGS,Health Care,Healthcare Providers & Services,Laboratory Corporation of America Holdings Common Stock,United States
LHCG,LHC Group,Health Care,Healthcare Providers & Services,LHC Group - common stock,United States
LHX,"L3HARRIS TECHNOLOGIES, INC.",Aerospace & Defense,Aerospace & Defense,L3Harris Technologies Inc. Common Stock,United States
LIME,Lime Technolog,Information Technology,Software & IT Services,Lime Energy Co. - Common Stock,United States
LINC,Lincoln Edu Serv,Utilities,Professional & Business Education,Lincoln Educational Services Corporation - Common Stock,United States
LINE,"Linn Energy, LLC",,,"Linn Energy, LLC - Common Units representing limited liability company interests",Canada
LION,Lionheart Iii,Financials,Holding Companies,Fidelity Southern Corporation - Common Stock,Singapore
LIOX,"Lionbridge Technologies, Inc.",,,"Lionbridge Technologies, Inc. - Common Stock",Germany
LIQD,Liquid Meta Cap,,,"Liquid Holdings Group, Inc. - Common Stock",Germany
LIVE,Live Ventures,Financials,Holding Companies,"LiveDeal, Inc. - Common Stock",United States
LJPC,La Jolla Pharm,Health Care,Biotechnology & Medical Research,La Jolla Pharmaceutical Company - Common Stock,United States
LKFN,Lakeland Fin,Financials,Banking Services,Lakeland Financial Corporation - Common Stock,United States
LKQ,LKQ,Industrials,Automobiles & Auto Parts,LKQ Corporation - Common Stock,United States
LLEX,"Lilis Energy, Inc.",,,"Lilis Energy, Inc. - Common Stock",Hong Kong
LLNW,"Limelight Networks, Inc.",,,"Limelight Networks, Inc. - Common Stock",United States
LLTC,Linear Technology Corporation,,,Linear Technology Corporation - Common Stock,France
LLY,ELI LILLY AND COMPANY,Health Care,Pharmaceuticals,Eli Lilly and Company Common Stock,United States
LMAT,LeMaitre,Health Care,Healthcare Equipment & Supplies,"LeMaitre Vascular, Inc. - Common Stock",United States
LMBS,First Trust Low Duration Mortgage Opportunities ETF,,,First Trust Low Duration Mortgage Opportunities ETF,United Kingdom
LMCA,Liberty Media Corporation,,,Liberty Media Corporation - Series A Common Stock,Sweden
LMCB,Liberty Media Corporation,,,Liberty Media Corporation - Series B Common Stock,United States
LMCK,Liberty Media Corporation,,,Liberty Media Corporation - Series C Common Stock,United States
LMIA,Lion,Utilities,Professional & Commercial Services,"LMI Aerospace, Inc. - Common Stock",France
LMNR,Limoneira,Consumer Staples,Food & Tobacco,Limoneira Co - Common Stock,United States
LMNS,Lumenis Ltd.,,,Lumenis Ltd. - Class B Ordinary Shares,Germany
LMNX,Luminex Corporation,,,Luminex Corporation - Common Stock,United States
LMOS,Lumos Networks Corp.,,,Lumos Networks Corp. - Common Stock,Austria
LMRK,Landmark Infrastructure Partners LP,,,Landmark Infrastructure Partners LP - Common Units,United States
LMT,LOCKHEED MARTIN CORPORATION,Aerospace & Defense,Aerospace & Defense,Lockheed Martin Corporation Common Stock,United States
LNBB,"LNB Bancorp, Inc.",,,"LNB Bancorp, Inc. - Common Stock",Germany
LNC,LNC,Financials,Insurance,Lincoln National Corporation Common Stock,United States
LNCE,Snyder's,,,"Snyder's-Lance, Inc. - Common Stock",Norway
LNCO,"Linn Co, LLC",,,"Linn Co, LLC - Common Shares",France
LNDC,Landec,Consumer Staples,Food & Tobacco,Landec Corporation - Common Stock,United States
LNT,Alliant Energy,Utilities,Electrical Utilities & IPPs,Alliant Energy Corporation Common Stock,United States
LOAN,Manhattn Bridge,Real Estate,Residential & Commercial REIT,"Manhattan Bridge Capital, Inc - Common Stock",United States
LOCM,Local Corporation,,,Local Corporation - Common Stock,Australia
LOCO,El Pollo Loco,Real Estate,Hotels & Entertainment Services,"El Pollo Loco Holdings, Inc. - Common Stock",United States
LOGI,Logitech International SA,Information Technology,"Computers, Phones & Household Electronics",Logitech International S.A. - Registered Shares,United States
LOGM,"LogMein, Inc.",,,"LogMein, Inc. - Common Stock",United States
LOJN,LoJack Corporation,,,LoJack Corporation - Common Stock,Turkey
LONG,"eLong, Inc.",,,"eLong, Inc. - American Depositary Shares representing 2 Ordinary Shares",India
LOOK,"LookSmart, Ltd.",,,"LookSmart, Ltd. - Common Stock",Germany
LOPE,Grand Canyon Edu,Utilities,Miscellaneous Educational Service Providers,"Grand Canyon Education, Inc. - Common Stock",United States
LORL,"Loral Space and Communications, Inc.",,,"Loral Space and Communications, Inc. - Common Stock",United States
LOW,"LOWE'S COMPANIES, INC.",Consumer Staples,Specialty Retailers,Lowe's Companies Inc. Common Stock,United States
LOXO,"Loxo Oncology, Inc.",,,"Loxo Oncology, Inc. - Common Stock",Switzerland
LPCN,Lipocine,Health Care,Biotechnology & Medical Research,Lipocine Inc. - Common Stock,United States
LPHI,Life Partners Holdings Inc,,,Life Partners Holdings Inc - Common Stock,India
LPLA,LPL Hldg,Financials,Investment Banking & Investment Services,LPL Financial Holdings Inc. - Common Stock,United States
LPNT,"LifePoint Hospitals, Inc.",,,"LifePoint Hospitals, Inc. - Common Stock",India
LPSB,LESK,Utilities,Electrical Utilities & IPPs,"LaPorte Bancorp, Inc. - Common Stock",India
LPSN,LivePerson,Information Technology,Software & IT Services,"LivePerson, Inc. - Common Stock",United States
LPTH,Lightpth Tech,Consumer Staples,Office Equipment,"LightPath Technologies, Inc. - Class A Common Stock",United States
LPTN,"Lpath, Inc.",,,"Lpath, Inc. - Class A Common Stock",France
LQDT,Liquidity Svcs,Information Technology,Software & IT Services,"Liquidity Services, Inc. - Common Stock",United States
LRAD,LRAD Corporation,,,LRAD Corporation - Common Stock,Canada
LRCX,Lam Research,Information Technology,Semiconductors & Semiconductor Equipment,Lam Research Corporation - Common Stock,United States
LSBK,Lake Shore,Financials,Banking Services,"Lake Shore Bancorp, Inc. - Common Stock",United States
LSCC,Lattice US,Information Technology,Semiconductors & Semiconductor Equipment,Lattice Semiconductor Corporation - Common Stock,United States
LSTR,"LANDSTAR SYSTEM, INC.",Utilities,Freight & Logistics Services,"Landstar System, Inc. - Common Stock",United States
LTBR,Lightbridge,Utilities,Professional & Commercial Services,Lightbridge Corporation - Common Stock,United States
LTRE,Learning Tree,Utilities,Professional & Business Education,"Learning Tree International, Inc. - Common Stock",United States
LTRPA,Liberty Trip,Information Technology,Software & IT Services,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",United States
LTRPB,Liberty Trip,Information Technology,Software & IT Services,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",United States
LTRX,Lantronix,Communication Services,Communications & Networking,"Lantronix, Inc. - Common Stock",United States
LTXB,"LegacyTexas Financial Group, Inc.",,,"LegacyTexas Financial Group, Inc. - Common Stock",Canada
LULU,LULULEMON ATHLETICA INC.,Industrials,Textiles & Apparel,lululemon athletica inc. - Common Stock,Canada
LUNA,Luna,Industrials,"Machinery, Equipment & Components",Luna Innovations Incorporated - Common Stock,United States
LUV,SOUTHWEST AIRLINES CO.,Utilities,Passenger Transportation Services,Southwest Airlines Company Common Stock,United States
LVNTA,Liberty Interactive Corporation,,,Liberty Interactive Corporation - Series A Liberty Ventures Common Stock,Germany
LVNTB,Liberty Interactive Corporation,,,Liberty Interactive Corporation - Series B Liberty Ventures Common Stock,United States
LVS,LAS VEGAS SANDS CORP.,Real Estate,Hotels & Entertainment Services,Las Vegas Sands Corp. Common Stock,United States
LWAY,Lifeway Foods,Consumer Staples,Food & Tobacco,"Lifeway Foods, Inc. - Common Stock",United States
LXRX,Lexicon PHARM,Health Care,Biotechnology & Medical Research,"Lexicon Pharmaceuticals, Inc. - Common Stock",United States
LYB,LyondellBasell Industries NV,Energy,Chemicals,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands
LYTS,LSI Industries,Real Estate,Homebuilding & Construction Supplies,LSI Industries Inc. - Common Stock,United States
LYV,"LIVE NATION ENTERTAINMENT, INC.",Utilities,Media & Publishing,Live Nation Entertainment Inc. Common Stock,United States
MA,MASTERCARD INCORPORATED.,Information Technology,Software & IT Services,Mastercard Incorporated Common Stock,United States
MAA,Mid-America Apt,Real Estate,Residential & Commercial REIT,Mid-America Apartment Communities Inc. Common Stock,United States
MACK,Merrimack Pharma,Health Care,Biotechnology & Medical Research,"Merrimack Pharmaceuticals, Inc. - Common Stock",United States
MAG,MAG Silver,Metals & Mining,Metals & Mining,"Magnetek, Inc. - Common Stock",Canada
MAGS,Magal Security Systems Ltd.,,,Magal Security Systems Ltd. - Ordinary Shares,Israel
MAMS,"MAM Software Group, Inc.",,,"MAM Software Group, Inc. - Common Stock",France
MANH,Manhattan Assoc,Information Technology,Software & IT Services,"Manhattan Associates, Inc. - Common Stock",United States
MANT,ManTech Intl,Information Technology,Software & IT Services,ManTech International Corporation - Class A Common Stock,United States
MAR,Marriott Intnl,Real Estate,Hotels & Entertainment Services,Marriott International - Class A Common Stock,United States
MARA,Marathon Digital,Information Technology,Financial Technology (Fintech) & Infrastructure,"Marathon Patent Group, Inc. - Common Stock",United States
MARK,Remark Holdings,Information Technology,Software & IT Services,"Remark Media, Inc. - Common Stock",United States
MARPS,Marine Petroleum Trust,,,Marine Petroleum Trust - Units of Beneficial Interest,United States
MAS,MELCO RESORTS & ENTERTAINMENT LIMITED,Real Estate,Hotels & Entertainment Services,Masco Corporation Common Stock,United States
MASI,MASIMO CORPORATION,Health Care,Healthcare Equipment & Supplies,Masimo Corporation - Common Stock,United States
MAT,"MATTEL, INC.",Consumer Staples,Leisure Products,"Mattel, Inc. - Common Stock",United States
MATR,Mattersight Corporation,,,Mattersight Corporation - Common Stock,India
MATW,Matthews Intl,Utilities,Media & Publishing,Matthews International Corporation - Class A Common Stock,United States
MAYS,J W Mays,Real Estate,Real Estate Operations,"J. W. Mays, Inc. - Common Stock",United States
MBCN,Middlefield Banc,Financials,Banking Services,Middlefield Banc Corp. - Common Stock,United States
MBFI,MB Financial Inc.,,,MB Financial Inc. - Common Stock,France
MBFIP,MB Financial Inc.,,,"MB Financial Inc. - Perpetual Non-Cumulative Preferred Stock, Series A",Germany
MBII,MBI,Energy,Chemicals,"Marrone Bio Innovations, Inc. - Common Stock",United States
MBLX,"Metabolix, Inc.",,,"Metabolix, Inc. - Common Stock",Austria
MBRG,Middleburg Financial Corporation,,,Middleburg Financial Corporation - Common Stock,Canada
MBSD,FlexShares Disciplined Duration MBS Index Fund,,,FlexShares Disciplined Duration MBS Index Fund,United States
MBTF,M B T Financial Corp,,,M B T Financial Corp - Common Stock,Canada
MBUU,Malibu Boat,Consumer Staples,Leisure Products,"Malibu Boats, Inc. - Common Stock",United States
MBVT,"Merchants Bancshares, Inc.",,,"Merchants Bancshares, Inc. - Common Stock",France
MBWM,Mercantile Bk,Financials,Banking Services,Mercantile Bank Corporation - Common Stock,United States
MCBC,Macatawa Bk,Financials,Banking Services,Macatawa Bank Corporation - Common Stock,United States
MCBK,Madison Cnty Fin,Financials,Banking Services,"Madison County Financial, Inc. - Common Stock",United States
MCD,MCDONALD'S CORPORATION,Real Estate,Hotels & Entertainment Services,McDonald's Corporation Common Stock,United States
MCEP,Mid,,,"Mid-Con Energy Partners, LP - Common Units",Germany
MCGC,MCG Capital Corporation,,,MCG Capital Corporation - Closed End Fund,United States
